Genre,Filename,MFCC_0_mean,MFCC_0_std,MFCC_0_min,MFCC_0_max,MFCC_1_mean,MFCC_1_std,MFCC_1_min,MFCC_1_max,MFCC_2_mean,MFCC_2_std,MFCC_2_min,MFCC_2_max,MFCC_3_mean,MFCC_3_std,MFCC_3_min,MFCC_3_max,MFCC_4_mean,MFCC_4_std,MFCC_4_min,MFCC_4_max,MFCC_5_mean,MFCC_5_std,MFCC_5_min,MFCC_5_max,MFCC_6_mean,MFCC_6_std,MFCC_6_min,MFCC_6_max,MFCC_7_mean,MFCC_7_std,MFCC_7_min,MFCC_7_max,MFCC_8_mean,MFCC_8_std,MFCC_8_min,MFCC_8_max,MFCC_9_mean,MFCC_9_std,MFCC_9_min,MFCC_9_max,MFCC_10_mean,MFCC_10_std,MFCC_10_min,MFCC_10_max,MFCC_11_mean,MFCC_11_std,MFCC_11_min,MFCC_11_max,MFCC_12_mean,MFCC_12_std,MFCC_12_min,MFCC_12_max
country,country.00024.wav,-200.06026,74.745285,-390.0565,-39.54417,109.140465,40.176796,11.387945,191.83496,-5.542463,17.833176,-54.21991,54.35103,48.140514,15.384126,-3.2859387,92.89273,1.2196505,19.599913,-57.374897,66.28366,4.592618,14.181238,-33.072884,41.363556,-9.150064,12.1949005,-47.12608,24.622353,-1.4768001,9.6660795,-35.33956,28.004238,-11.666415,8.482772,-42.6557,11.187286,-5.2047043,10.946649,-35.054543,25.644112,-11.545386,8.092887,-34.57287,17.985199,4.9804335,10.33667,-25.332075,32.501488,-4.9844666,8.458993,-29.590094,26.533367
country,country.00025.wav,-200.6344,63.532192,-351.5374,-30.608381,119.69184,31.622902,0.12583733,183.58904,-3.590749,17.507938,-56.79647,53.53133,31.953747,16.485806,-8.483288,83.92308,9.979258,14.297231,-30.692003,47.08842,15.293263,13.224657,-44.36154,43.98486,0.64658076,9.956053,-32.76667,29.826363,0.2359244,9.776586,-26.126575,30.230244,-4.4701905,8.584156,-33.98428,14.774801,-2.3123803,9.073681,-36.265594,25.022009,-5.2613406,8.01617,-30.873549,16.077908,-2.4783907,7.311032,-25.236359,18.901878,-6.041272,8.278425,-36.42583,14.601683
country,country.00026.wav,-194.2351,55.89663,-310.2308,-69.65493,151.79347,31.170961,6.2486315,218.05447,-3.0450046,20.1254,-71.71597,58.084625,29.49471,18.175022,-5.1629896,90.26672,9.111862,17.051296,-42.145103,48.83148,5.9693475,12.174196,-32.80491,37.85079,3.7879229,12.210982,-31.163006,39.59459,3.7599015,12.148389,-34.723434,40.72963,-5.853435,10.545422,-38.96016,21.02948,1.5923063,9.905827,-23.88308,33.056767,-3.765781,9.800664,-36.58474,22.950094,0.94019234,8.188623,-26.41259,27.394398,1.9712703,8.463953,-29.429836,31.55629
country,country.00027.wav,-100.76679,43.99696,-246.43849,16.305965,106.98421,21.141598,35.874424,175.1017,-27.158413,23.91836,-87.06148,38.021446,29.09983,15.363878,-9.414551,79.185776,5.039681,14.893009,-48.978806,42.382896,-5.423927,11.337367,-44.41677,29.712933,3.2426603,10.86531,-24.600555,31.806387,-5.179371,6.854955,-27.163246,14.598916,-5.1185827,8.317188,-35.955544,16.800789,-0.8158501,7.6694946,-27.77368,20.807878,-3.8342147,6.696285,-26.078846,20.553205,-2.705255,7.187864,-27.971308,18.144444,-6.645411,6.5281916,-28.26022,15.346181
country,country.00028.wav,-169.22511,40.050114,-269.7551,-69.103065,132.78679,18.368755,49.63495,178.34686,-13.487547,16.340187,-55.734528,41.9284,31.186213,12.688389,-15.428811,73.2301,6.340469,12.717645,-36.826584,48.24293,-3.7556653,10.193198,-36.28752,24.894304,-2.0590014,8.645435,-29.646332,30.973713,-3.6253164,8.379695,-26.15765,23.284817,-4.56124,11.473911,-45.009773,18.402403,1.2809825,8.450694,-24.776329,30.027502,-6.97704,7.5773635,-32.220135,22.702118,-7.2528353,8.986695,-38.140266,18.540133,-1.3950256,7.603407,-21.868668,23.049435
country,country.00029.wav,-171.242,47.417877,-284.25607,-7.6205425,160.48726,24.779217,60.547924,216.1951,-17.805805,21.968355,-83.99594,47.84462,30.491003,13.315332,-6.523161,78.25093,7.5109696,13.601813,-26.09008,55.706635,-8.247462,11.6350975,-47.675148,20.19893,-5.667516,8.538166,-31.548347,20.177513,0.13154976,8.519119,-25.104122,31.045395,-8.835051,8.753199,-44.087204,18.99046,-2.655703,7.243915,-32.124714,20.914227,0.71199787,9.728872,-27.922024,32.69889,-3.7818263,7.602925,-32.53961,26.953794,-6.5020747,7.5223813,-32.80211,15.789751
country,country.00030.wav,-277.10757,62.062286,-406.43118,-105.61604,128.25293,29.72204,29.288193,187.69058,42.425163,16.932245,-20.895649,81.83765,37.693504,9.986594,3.1192403,66.51564,12.766559,11.046598,-15.89542,42.785267,9.593897,10.212848,-23.51891,44.48658,-5.988017,10.154008,-39.999413,24.59438,-7.539555,8.678081,-34.929794,17.536308,-8.03414,9.366139,-34.89019,18.497623,-4.942542,9.470959,-42.660393,25.042522,-6.532016,10.265463,-32.125793,26.710564,-3.6276443,10.89585,-28.562351,30.834301,-7.2275624,10.749701,-33.99256,32.2518
country,country.00031.wav,-130.48167,46.51578,-249.83269,-14.571605,104.1242,28.989712,6.0243826,173.1503,-19.271059,17.569689,-61.787533,47.749054,34.147877,12.028624,-1.4651612,63.712437,5.397541,11.988853,-35.776237,50.672935,-2.171723,9.471296,-33.727226,30.033775,-0.7280454,10.555423,-35.24607,28.270947,-2.9078915,10.003331,-36.141167,31.312767,-5.4620857,8.219694,-30.667538,21.632763,4.0693655,9.125436,-20.73713,31.210575,-4.4698324,7.6747036,-30.525421,16.017881,3.5257306,8.2433195,-18.210163,34.85381,2.1481225,7.6932154,-23.240173,21.540253
country,country.00032.wav,-237.93953,68.26266,-430.769,-70.10152,97.7333,31.357576,-37.14122,164.16458,6.486745,18.947329,-52.511482,60.727436,45.971268,14.688396,1.850824,88.31491,2.148812,14.43408,-40.900974,43.05272,16.21856,8.721006,-14.969312,38.601826,8.811721,9.647654,-22.506493,41.12333,7.7636333,9.324366,-17.277166,42.235077,-0.5899205,9.47362,-21.703978,26.858513,4.483779,8.407532,-19.303438,32.767994,0.149199,7.499089,-24.219746,22.893196,3.019927,6.8975863,-15.76931,24.55698,-1.6625812,9.725168,-26.36845,25.154007
country,country.00033.wav,-133.27147,64.51259,-314.096,7.643224,78.98,27.261812,-26.456654,176.70013,-5.6516805,21.782005,-79.01244,53.849903,35.54217,19.32942,-25.543098,87.05664,-7.5470138,12.799704,-53.44174,27.756798,7.928213,11.442957,-30.349762,39.10389,2.7289066,10.932721,-28.87727,34.101513,0.40225086,10.453263,-40.41246,37.65231,-1.1442518,9.424649,-28.938816,29.059652,-1.1125528,8.541792,-25.204899,26.288895,-7.844962,9.417527,-44.26803,16.566057,-1.1714913,8.473962,-25.7234,26.496483,-4.817747,7.9909654,-31.50835,24.074673
country,country.00034.wav,-153.86862,53.393867,-298.32617,-19.405989,83.66914,28.959492,3.743193,161.49469,-8.426157,25.066092,-92.51335,54.73515,13.954346,12.961669,-30.966705,58.792477,13.531212,12.183113,-19.663418,63.332283,3.7665932,14.575665,-50.935966,36.356308,3.009783,10.355997,-30.768904,32.965717,6.355866,8.752012,-18.444763,36.658073,2.077902,9.403319,-30.422724,46.267128,2.068881,9.318497,-28.412054,33.890793,3.1684868,9.879178,-31.678535,33.442894,-0.48438057,8.6701145,-28.616028,26.419674,-3.0256164,8.936624,-30.912102,23.088646
country,country.00035.wav,-120.41707,40.894882,-229.34909,-13.155665,95.35442,26.767805,-6.1163607,157.90228,-6.02527,17.823956,-51.800632,68.59927,25.163818,17.26995,-17.14143,72.201096,20.953634,15.031287,-24.12433,67.75517,-7.1270046,13.70718,-45.354332,33.206253,8.549671,8.9818325,-20.271812,37.714897,2.4336689,9.887413,-23.419628,33.804832,-14.656027,9.459214,-43.110764,13.31374,9.28693,11.859411,-19.501408,45.888023,-2.3609254,9.381613,-28.086102,29.126171,-3.1556685,8.321106,-23.319658,27.964703,0.61143744,7.161509,-21.175465,21.516327
country,country.00036.wav,-339.64667,83.435715,-541.5735,-81.84157,97.738594,33.67619,-20.318417,157.77437,-9.763496,26.34461,-103.43078,70.27325,50.972683,17.166664,-10.078814,102.619965,7.8148556,17.457613,-40.523026,64.33037,11.721101,17.07972,-52.876457,50.141853,0.673925,11.5359745,-32.227245,45.826393,2.4926815,10.071612,-33.109188,31.998789,-4.7740016,9.201054,-39.51087,25.702662,0.2095192,8.800935,-28.162544,30.978012,-5.9796576,8.625495,-36.83413,26.27039,-2.9014666,9.096631,-27.145533,32.40813,-6.1582875,7.412502,-30.115978,16.250875
country,country.00037.wav,-173.44347,50.88435,-320.00146,-32.306652,105.07096,32.122383,-15.618449,162.98062,1.1555927,21.18945,-69.659035,59.92051,24.1155,14.586756,-25.742176,55.618793,22.134285,16.417109,-30.117813,66.04085,2.548073,14.035989,-38.449417,35.6773,-1.5893732,9.834251,-36.401016,26.24579,0.16644387,8.283588,-25.255054,32.055447,-5.3277473,9.719775,-38.716034,16.150791,3.8132274,8.614875,-28.390717,35.481537,-4.5264587,8.708799,-29.436447,24.155304,-4.588155,7.841848,-30.175735,20.658657,-1.5657426,6.892832,-22.941038,18.696114
country,country.00038.wav,-118.0589,43.0299,-231.2536,11.704274,74.18071,24.011663,9.929754,144.14772,8.265662,17.445585,-44.68093,61.123516,15.447167,14.437296,-21.424305,58.423084,6.1578817,9.796966,-31.926735,36.04001,8.441981,10.430053,-25.034016,43.07589,4.1116734,9.541982,-27.413506,30.848797,5.726584,8.816996,-19.821293,27.086033,-1.9592637,8.908164,-30.337849,23.635391,3.1633985,9.16318,-26.780594,29.22926,5.048196,8.068733,-19.808268,32.28894,-1.1217973,7.550525,-25.19532,19.123907,2.4379733,7.460619,-23.536798,35.09373
country,country.00039.wav,-89.70955,44.35075,-232.28548,34.670853,36.28278,21.365265,-27.641642,108.199234,11.465646,17.990696,-32.21961,70.045944,37.4974,14.295046,-2.8162787,80.01587,9.179835,14.070949,-49.90637,49.302944,3.7314453,8.131128,-18.769087,30.296999,2.8276625,10.670768,-24.511951,44.44075,6.81722,9.288918,-20.509377,37.914986,1.4637537,7.736718,-24.262291,29.274181,0.09840076,7.568233,-25.03537,21.694588,1.0316732,7.43218,-21.782381,30.838043,1.1726795,7.099996,-22.91832,23.512283,-3.5680354,7.320829,-36.11518,16.315596
country,country.00040.wav,-102.86877,57.478394,-305.63193,24.611692,85.338524,20.530495,13.147554,140.05441,-4.320379,18.644487,-55.757248,46.759834,30.584402,14.377264,-9.134173,73.31273,3.0148714,14.470995,-44.55522,53.50908,-1.9487438,11.499812,-51.825558,22.096878,4.437098,10.331686,-25.692974,43.81914,3.4139795,8.113822,-22.042393,33.280315,-4.258278,8.995258,-34.375725,24.06829,-1.7707374,8.011388,-36.6923,24.368256,-3.9678407,7.737243,-35.64434,20.115875,-1.3573309,7.5474043,-23.776505,24.473763,-3.7603476,7.6818943,-29.642105,20.177193
country,country.00041.wav,-111.62214,51.363377,-252.52525,5.1792216,82.249146,28.395105,-5.410638,157.42357,13.051351,19.767878,-41.246826,64.418015,31.925335,13.17626,-18.859177,73.24099,23.684826,11.878426,-10.927864,64.64226,-0.5329459,11.640153,-44.993523,31.727772,12.033109,9.095706,-16.19189,47.336212,3.6621604,9.661197,-34.43943,29.828045,-5.7393713,12.436665,-45.640472,29.999107,3.3419154,7.605126,-21.241264,25.746367,1.4315193,7.67488,-19.91095,32.436943,0.771382,7.0202155,-25.064177,23.477444,0.5497473,7.234883,-26.53554,29.225925
country,country.00042.wav,-101.28794,39.194233,-213.01535,7.3933773,84.11575,18.718828,18.578566,149.25626,7.7757306,14.519551,-42.879303,75.53172,30.372738,12.005641,-16.111565,72.172104,13.849443,10.68395,-27.193203,52.961334,11.625496,9.123453,-16.906456,37.7386,-0.11909642,7.367267,-20.468676,30.4132,-4.9368935,8.87377,-30.680246,29.014248,-2.364723,7.3546224,-22.065147,26.858484,-1.968338,7.5053144,-25.750782,23.171787,-8.188103,7.150939,-32.41929,16.34306,2.8200758,7.7574806,-18.862692,25.932991,0.5401414,7.8126907,-18.64524,33.021904
country,country.00043.wav,-101.192665,51.699955,-264.38123,17.471685,85.44992,24.62872,-4.3971076,153.19452,-19.70174,17.734346,-86.45712,38.803543,20.570631,12.74429,-19.61665,64.88333,9.992322,13.031935,-27.985268,44.118484,7.598467,9.033924,-24.642399,39.309555,0.100156285,11.403439,-36.076843,32.24259,3.40321,7.904647,-26.034046,27.677353,0.05630745,8.513345,-31.810295,27.774967,1.5763917,8.57055,-19.402195,25.82668,-1.4527315,6.975785,-21.767265,21.583134,-1.2911735,6.660441,-18.760662,21.58447,2.1356747,7.3863187,-19.538578,26.286238
country,country.00044.wav,-162.78079,71.26001,-372.89688,-11.006455,119.890144,33.884674,-1.5843258,207.57468,-2.9078405,20.375195,-48.054565,69.49098,20.508928,17.754868,-30.186623,65.115585,27.810158,16.059519,-16.069115,74.983505,5.4901705,19.54146,-75.08356,39.592964,6.040869,11.196459,-28.536106,34.740894,1.1912667,9.268328,-26.583328,26.280937,-3.696575,8.6931505,-35.87315,24.12832,0.35227886,8.623557,-27.610031,30.016499,4.4168353,9.551773,-19.201904,42.067886,-0.41024774,7.424263,-20.401257,25.37278,2.4561374,8.607969,-21.26773,34.569893
country,country.00045.wav,-61.222664,48.440395,-257.82312,66.37738,71.25142,25.520355,-31.337887,144.30315,-17.037924,21.633976,-84.79569,69.48419,17.114265,19.953503,-52.840603,65.08101,5.0512624,13.889394,-36.282185,50.081398,-4.2119603,12.922736,-43.784794,31.192198,-1.6805955,11.861156,-41.373905,31.331291,1.1818883,9.873114,-29.312183,30.049543,-0.8543821,10.998271,-37.72503,27.759123,4.967768,9.201257,-24.378603,32.66132,-1.7029343,9.381796,-34.009895,21.53984,4.8418956,10.110263,-26.622902,35.99427,-0.16024244,7.8714013,-31.314274,24.85531
country,country.00046.wav,-126.90665,48.008244,-266.58136,-18.168438,103.49357,25.756449,-3.1021843,164.24109,-31.897821,19.109583,-72.831375,57.5291,58.728836,16.659393,8.743129,113.86478,-1.9615225,16.0997,-47.25581,50.45713,-3.1359189,12.274769,-42.605732,26.108955,-2.9429367,9.931262,-28.631578,26.541334,0.3602378,9.489993,-22.935415,36.713978,-3.034348,11.759304,-39.073868,26.63395,-0.8273261,7.583908,-24.052635,26.21978,5.5868716,11.274604,-21.387249,40.6112,-10.137715,10.407071,-41.269104,17.6161,0.7289897,9.350861,-35.74758,35.023247
country,country.00047.wav,-165.54424,42.12504,-294.5821,-45.011993,117.90447,25.004303,47.933624,177.79652,-33.605473,15.566286,-97.18576,26.379486,42.598927,16.521793,-5.5972214,94.8159,-1.3801005,11.0591755,-29.138058,37.195793,3.827964,8.781401,-23.115154,31.668007,7.166964,8.865929,-21.896566,35.1966,-7.171045,7.850259,-32.55086,18.593107,-1.6472125,8.158205,-22.466438,36.780434,0.8621201,8.194997,-23.616405,24.173014,-12.5100975,8.674479,-49.545,10.215147,2.884921,7.485663,-21.344887,27.76201,-12.365843,8.59459,-41.170288,13.930323
country,country.00048.wav,-148.98796,72.3028,-488.50125,4.889796,107.2436,26.477371,-42.0074,180.602,11.189903,19.848291,-41.375263,104.88573,26.696136,14.595348,-26.346334,76.47301,11.397693,16.327936,-28.049511,76.94217,-3.8045828,14.20146,-48.20125,34.24612,14.0203285,9.584528,-15.8432045,44.922676,-5.8768187,9.498492,-37.134296,25.946983,-11.04849,9.935192,-54.329483,19.776228,2.7971046,9.205666,-24.08295,30.388287,-8.450597,9.103101,-53.081524,19.223587,3.1810462,8.181922,-20.217571,29.240677,-0.7678391,7.7668605,-25.444307,27.990746
country,country.00049.wav,-110.04325,47.456867,-221.68503,9.007269,134.77678,28.807137,36.805183,197.39609,-24.017365,16.502432,-69.075226,57.12828,19.40414,11.895525,-21.97974,58.052975,-4.402763,13.6697445,-48.10328,34.14573,-4.810312,10.551512,-49.282967,22.390276,-7.802366,9.990389,-35.44737,33.02706,-0.39133024,8.181527,-35.945072,26.734505,-5.4069877,8.399429,-37.58043,18.359436,-2.9562922,7.6250224,-29.089386,23.73524,0.7801953,7.66072,-22.22931,24.688877,-4.774832,7.5441957,-31.15418,16.41651,-0.17851046,6.7028103,-18.952274,21.140625
country,country.00050.wav,-143.05974,50.526722,-282.27402,-21.203037,121.874374,24.54829,32.413216,198.59196,-13.355456,19.15662,-77.76309,32.5977,47.767853,13.972028,0.53196096,79.59749,-12.669741,14.043781,-61.898052,22.957773,23.367556,10.5870905,-23.208729,49.224022,-11.009172,11.864386,-43.558266,21.405025,18.85914,9.935286,-9.5240135,47.390907,-13.707747,12.040947,-56.212433,18.683258,15.945983,11.033892,-17.004978,57.5403,-11.358796,8.744721,-38.684986,16.370275,10.289537,7.9508357,-22.285507,31.13935,-6.009821,9.263024,-29.109138,22.652431
country,country.00051.wav,-204.64368,51.527554,-354.9801,-88.084015,121.91709,26.549353,-6.908367,188.26581,-17.759083,16.933874,-77.01451,38.352654,46.325153,12.78254,3.7220957,82.15219,-1.8045663,15.141656,-46.772167,35.784126,17.01744,12.018298,-17.879126,50.460068,-14.691548,11.748498,-49.265533,24.274773,14.671547,10.321303,-16.057808,41.41493,-19.392052,12.050719,-52.324463,11.925535,10.927666,13.132771,-22.222803,49.311363,-13.47539,9.351424,-42.89655,16.370796,1.1953375,9.5681925,-25.605202,28.067139,-6.2094746,9.319336,-35.087616,26.222908
country,country.00052.wav,-265.2709,57.498917,-423.8649,-129.99619,138.86661,25.233839,33.781017,200.2194,6.1286917,16.991524,-44.383118,52.917366,47.477863,16.492868,1.3426394,94.74553,-2.3875468,19.324865,-56.25832,37.913902,21.05125,10.498346,-15.569136,46.329216,4.0907435,10.295286,-27.206436,36.750984,17.650291,11.233549,-13.884928,46.415817,-12.018802,11.763103,-51.299698,17.077345,15.490483,13.516004,-16.639338,55.157013,-1.128818,9.219291,-30.151085,20.299862,7.8953543,10.386736,-24.392488,36.61178,0.50136775,9.472949,-28.332825,28.826862
country,country.00053.wav,-84.68879,37.441086,-238.63095,8.385039,100.969574,17.758968,36.901833,157.16782,-16.019012,12.365039,-44.681763,28.439678,51.744453,13.261553,12.883766,88.56061,-17.08682,11.213327,-49.42208,20.196089,22.575502,7.4834723,1.6787323,43.39177,-20.29776,9.266408,-49.316074,11.511776,18.909782,7.752391,-1.8743672,41.529705,-19.486067,8.434134,-44.660095,11.621428,15.338605,9.187106,-5.7766566,46.25825,-17.739527,7.636441,-47.26779,10.69169,8.58395,6.738104,-25.047348,36.178482,-15.003451,7.665073,-40.605103,12.966741
country,country.00054.wav,-175.00964,39.749554,-284.82034,-59.670086,115.713554,23.740242,33.59246,189.2196,5.100794,12.814532,-39.97324,51.631832,58.16809,11.133899,27.240105,99.000145,-3.307456,10.5190735,-42.575287,28.148079,29.656008,9.443945,-8.00503,60.773693,-10.033722,8.973631,-38.371788,12.974377,19.65937,9.926904,-6.584691,50.01493,-16.311836,10.091242,-44.758846,13.15309,13.744991,10.468621,-15.359483,42.28502,-8.834571,7.4357667,-33.84494,8.978064,7.2225156,9.605041,-24.422756,30.142616,-8.883326,8.820937,-40.168083,20.883095
country,country.00055.wav,-82.9455,39.023106,-180.8186,16.15165,122.53112,19.149372,59.120506,185.59988,-16.672253,10.913532,-52.11033,22.02813,40.01724,9.644005,13.174629,69.41705,-15.014211,11.706031,-53.858295,17.311932,21.675642,8.967201,-0.2498532,43.49385,-18.251837,6.807388,-41.514423,4.7155848,18.362713,6.4074407,-4.60075,42.232414,-17.989063,8.091748,-44.92723,6.632604,16.989252,6.859502,-1.4174228,41.869923,-16.042936,6.3091226,-34.45317,6.9063683,8.533768,7.6994057,-18.940754,32.91224,-8.709853,6.8135734,-28.330482,16.311865
country,country.00056.wav,-164.78546,68.95869,-321.87772,-21.47651,123.44315,23.700504,44.764565,186.45767,4.22473,21.984795,-51.411552,53.72628,48.800877,11.135424,18.023083,87.19411,-5.153331,15.496127,-49.03092,45.89821,22.848055,11.90659,-13.564812,52.235516,-7.809706,8.869423,-34.251762,23.670948,19.28812,8.941199,-5.1530776,45.611435,-11.021052,10.377965,-54.530506,16.13844,21.256647,12.31182,-10.506347,54.354877,-9.741074,8.064379,-31.63654,12.899786,5.161778,10.27268,-23.438084,31.113203,-6.143532,7.261084,-27.986572,16.646954
country,country.00057.wav,-137.86005,66.239075,-335.94995,38.84939,121.520035,22.591185,40.70697,176.86519,-13.279323,16.314463,-73.39426,35.815117,43.328953,13.413635,-3.7985384,83.987686,-10.695389,12.719094,-53.229313,32.284595,17.859846,14.193015,-33.897972,49.218567,-7.950051,10.19698,-38.70787,37.636574,9.101156,10.471771,-21.316444,40.26396,-19.791092,8.053014,-45.045227,16.538918,9.442091,11.091997,-21.888721,40.046486,-19.604746,10.281045,-50.881424,10.27668,6.9056215,7.749645,-14.117645,38.43544,-12.5497055,8.778099,-34.4115,15.427845
country,country.00058.wav,-101.2983,57.717632,-282.21472,21.942577,120.435974,20.069595,47.885376,189.1773,-0.41283745,19.610348,-62.047966,56.741875,49.03769,12.983751,7.2065735,97.17615,-15.870199,11.2927,-45.684967,24.827126,19.87758,10.447958,-20.250217,48.785347,-13.09662,10.268866,-44.965992,21.70575,18.572926,9.034722,-17.718678,43.92256,-15.718034,10.0366335,-49.592533,15.385446,15.2437315,9.668351,-17.735104,53.366753,-5.916708,8.742963,-28.434723,24.300447,6.655968,7.4221234,-15.746357,25.761688,-10.362753,8.318471,-34.49044,13.744215
country,country.00059.wav,-185.06337,85.585304,-443.14572,-13.933772,120.51211,36.39498,0.60769796,214.29459,29.720224,20.95872,-23.891636,111.68924,56.37222,20.784124,11.150961,113.25897,-3.0282547,18.738523,-46.248646,53.393238,22.213934,13.288683,-21.2098,54.5925,-10.350044,17.195574,-50.313774,34.937088,20.053122,12.009142,-16.407738,53.013695,-13.679165,12.173957,-55.37037,22.086672,9.170145,10.965953,-20.52692,47.080215,-6.4301715,8.608125,-34.37207,21.820429,3.3002465,9.4351015,-22.049507,26.765343,-8.73294,10.253347,-35.6369,25.770535
country,country.00060.wav,-178.47949,61.656662,-322.5926,-38.291134,130.10803,31.765778,9.3447075,195.86844,12.076066,15.68028,-35.664917,68.108406,47.04983,11.170612,3.483624,80.06386,2.611667,13.130821,-41.25074,49.55606,24.099432,11.075733,-10.495793,54.202522,-4.625375,10.362088,-37.1539,19.090778,22.778528,10.146227,-10.928698,49.34276,-10.929766,14.281236,-50.80992,21.691013,13.5343075,12.009385,-16.401554,52.82337,-6.8069158,11.455192,-35.417385,19.794395,8.726394,9.817099,-19.011803,29.499783,-6.0959067,8.942176,-31.013687,18.734428
country,country.00061.wav,-186.33115,68.18988,-377.32312,-9.662655,135.86916,28.98886,42.033348,214.96964,5.9504013,16.135422,-38.09086,61.195602,45.837704,12.016625,8.854785,76.32129,-5.776936,13.343953,-42.149467,30.434526,22.777603,9.690439,-8.1088915,53.919155,-12.992676,10.443976,-44.993546,11.086443,17.125881,10.431275,-16.836649,41.44835,-13.762872,11.46381,-45.651485,20.116516,9.738707,10.784751,-21.548536,44.69744,-8.365436,9.198302,-35.517807,18.71298,6.6548285,8.632247,-21.749392,34.004997,-9.0857115,7.851694,-35.577156,12.622692
country,country.00062.wav,-94.15291,40.124424,-243.8744,-1.6643023,109.18758,19.23184,27.549591,159.18951,-11.854671,14.206118,-54.191772,32.78353,41.572716,14.365393,-7.523686,85.182495,-19.4826,10.631488,-56.907738,14.417906,23.833261,10.212764,-9.681893,52.27768,-19.930464,9.194509,-50.617188,5.8168426,20.372795,7.8233423,-1.9378768,43.739662,-17.291353,8.635353,-44.95273,7.576277,16.565329,8.78734,-10.222424,51.40132,-10.201443,8.844315,-37.497818,16.743736,9.387508,6.6547737,-13.491155,29.999916,-10.049827,8.590096,-31.452637,16.078499
country,country.00063.wav,-185.41428,74.83303,-389.04623,4.1199985,118.49516,36.159008,10.25186,205.85187,17.795778,17.82605,-30.799328,88.53859,48.869015,17.98744,-3.831962,97.788246,-2.1734657,13.862518,-41.174942,36.181274,21.354282,14.559921,-19.312016,57.593685,-8.994565,13.801116,-44.25931,36.781292,20.53351,10.372615,-8.564795,64.2558,-11.412323,13.455803,-51.966118,22.484406,9.274986,13.39217,-30.9756,52.627777,-5.478168,11.10691,-34.089043,25.584301,5.7618504,10.687307,-32.82081,32.8619,-2.9883935,10.829102,-29.061314,38.618847
country,country.00064.wav,-217.81781,58.851395,-400.75888,-90.66504,128.37343,25.641981,31.951283,196.00237,-7.5112424,16.270964,-45.805008,32.14072,39.284595,16.115147,-0.50440323,86.399376,-2.541402,14.299473,-38.541855,37.102913,18.173687,12.922343,-20.88601,47.735252,-15.148812,11.363038,-47.919334,23.191067,16.760803,12.1517315,-15.564784,47.58334,-15.247553,9.866117,-49.398483,15.971089,4.8962364,11.925168,-27.417854,31.613312,-6.500653,10.4310055,-49.00316,23.596046,2.9013946,9.389291,-25.066687,32.074818,-11.492002,11.006336,-40.53349,19.532757
country,country.00065.wav,-250.85716,72.531944,-397.35483,-37.743393,163.07423,26.468159,37.044033,225.82355,-3.8745751,31.072037,-97.36023,64.81764,30.153006,19.66943,-23.532486,89.69437,5.589061,20.900166,-64.49815,56.68972,7.5009403,12.1250105,-24.681225,37.856876,4.0263863,12.606259,-45.278877,44.74047,-2.1164129,11.332556,-34.954727,34.336388,-5.477513,11.889527,-45.672066,20.67334,-1.0621209,9.74512,-24.151909,29.373997,-9.981778,10.18795,-51.48607,15.562284,1.8189912,9.046512,-25.70431,30.731102,-8.753831,7.2634687,-33.65262,11.244905
country,country.00066.wav,-102.481804,43.934986,-220.6385,13.0438385,135.68375,19.16984,74.52081,203.07457,-46.884445,14.985795,-99.881,-10.795799,32.738888,13.956632,-6.1224966,80.784836,-11.159096,11.531579,-41.43316,43.120247,23.469543,13.299016,-32.67903,49.583073,-9.779007,11.12255,-37.12339,38.091343,16.897072,7.9297748,-14.894701,42.130524,-11.684482,9.246248,-42.60881,16.818905,13.215306,8.508778,-11.680729,38.789024,-7.1829667,9.968468,-31.869965,20.05677,4.7462153,8.627599,-20.520535,36.841522,-8.193246,7.052878,-30.965517,19.989395
country,country.00067.wav,-328.71906,85.1517,-479.87958,-104.896065,167.03047,30.840105,13.114791,223.32098,13.017286,36.112072,-87.37341,76.214905,28.825632,18.26678,-13.327775,118.46939,11.25177,21.728582,-64.50871,52.633266,14.431291,16.365816,-39.057926,48.67752,11.699713,10.930931,-37.388565,44.120644,7.8014154,10.900298,-34.091057,44.594986,-11.720729,11.280654,-52.04248,13.799576,2.3800797,14.204526,-22.804287,45.800858,-8.350321,9.718015,-48.19087,21.50938,-3.8527913,9.36259,-31.567924,26.157726,-6.739853,8.5754595,-32.560677,14.380726
country,country.00068.wav,-229.49329,48.24739,-346.99924,-63.505642,157.29971,29.65243,50.381157,217.367,-16.750404,17.335169,-82.69409,26.20507,31.881748,15.248087,-23.770916,68.3862,-0.108054414,13.730248,-50.464096,34.477592,16.648754,12.093594,-18.06483,51.510498,1.357668,10.559889,-34.052597,30.610714,12.212552,8.655268,-15.745451,47.15674,-3.8637102,11.611311,-39.886868,24.104172,6.8358235,10.299818,-20.051708,41.917534,-4.267376,8.369984,-33.457138,20.940994,1.3341367,6.872735,-21.289484,26.696033,-5.9014387,6.593793,-25.438732,12.802502
