chroma_stft_0_mean,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_0_var,chroma_stft_1_var,chroma_stft_2_var,chroma_stft_3_var,chroma_stft_4_var,chroma_stft_5_var,chroma_stft_6_var,chroma_stft_7_var,chroma_stft_8_var,chroma_stft_9_var,chroma_stft_10_var,chroma_stft_11_var,chroma_cqt_0_mean,chroma_cqt_1_mean,chroma_cqt_2_mean,chroma_cqt_3_mean,chroma_cqt_4_mean,chroma_cqt_5_mean,chroma_cqt_6_mean,chroma_cqt_7_mean,chroma_cqt_8_mean,chroma_cqt_9_mean,chroma_cqt_10_mean,chroma_cqt_11_mean,chroma_cqt_0_var,chroma_cqt_1_var,chroma_cqt_2_var,chroma_cqt_3_var,chroma_cqt_4_var,chroma_cqt_5_var,chroma_cqt_6_var,chroma_cqt_7_var,chroma_cqt_8_var,chroma_cqt_9_var,chroma_cqt_10_var,chroma_cqt_11_var,chroma_cens_0_mean,chroma_cens_1_mean,chroma_cens_2_mean,chroma_cens_3_mean,chroma_cens_4_mean,chroma_cens_5_mean,chroma_cens_6_mean,chroma_cens_7_mean,chroma_cens_8_mean,chroma_cens_9_mean,chroma_cens_10_mean,chroma_cens_11_mean,chroma_cens_0_var,chroma_cens_1_var,chroma_cens_2_var,chroma_cens_3_var,chroma_cens_4_var,chroma_cens_5_var,chroma_cens_6_var,chroma_cens_7_var,chroma_cens_8_var,chroma_cens_9_var,chroma_cens_10_var,chroma_cens_11_var,genre
0.296424,0.3480671,0.28332466,0.3724992,0.42997527,0.3213023,0.41713303,0.32015643,0.45373172,0.41620377,0.38951573,0.5371542,0.046236027,0.07565748,0.061101697,0.068443134,0.10181214,0.06802225,0.11640079,0.06300508,0.108814016,0.11369155,0.06756599,0.116359115,0.64505297,0.7307765,0.6750967,0.7211841,0.7856381,0.6955567,0.7041548,0.5936707,0.72750646,0.7053296,0.6246194,0.7358444,0.021877056,0.026691109,0.025821438,0.022934463,0.025461143,0.035578404,0.041480646,0.023240667,0.031199798,0.039874922,0.02517337,0.032885812,0.26175943,0.29078504,0.26402372,0.28076327,0.32024586,0.2814527,0.29653528,0.2455296,0.2975041,0.29190367,0.2590818,0.3137752,0.0006562806,0.0027552505,0.0011955198,0.0015288536,0.0045396253,0.0013956984,0.0043715388,0.0005971808,0.0027004906,0.0052094115,0.0010083653,0.0031455797,disco
0.4608182,0.37290856,0.45280814,0.3860667,0.4969333,0.40072596,0.37628844,0.55245745,0.4851256,0.5380487,0.39453912,0.45968565,0.10144187,0.07131179,0.093155004,0.05589585,0.09117668,0.072726,0.049793564,0.091272116,0.06594875,0.10335352,0.05680954,0.08518332,0.5612222,0.47221842,0.5836346,0.48683938,0.52626425,0.45409614,0.35314888,0.5116471,0.61033726,0.777242,0.6045389,0.47492424,0.07039797,0.036659554,0.0656981,0.04274152,0.05249355,0.0437862,0.019626591,0.057203848,0.046892736,0.059397157,0.043421715,0.037406936,0.28427348,0.22956856,0.28852212,0.23347612,0.25978068,0.21562369,0.14126663,0.25258163,0.33188102,0.41609916,0.32443318,0.24260198,0.020188255,0.00435748,0.0074664047,0.0026309392,0.0056282515,0.0038747776,0.003738832,0.01151123,0.0051041003,0.010234086,0.0055961567,0.0032708165,disco
0.4509706,0.48139745,0.39704555,0.535403,0.48675805,0.33895254,0.4267207,0.52598065,0.65576535,0.41837004,0.4541507,0.5169851,0.06273862,0.086722255,0.058123305,0.07763696,0.08639255,0.04697105,0.069012254,0.06402158,0.08930543,0.061751936,0.061863396,0.09385728,0.55071384,0.6230687,0.5318775,0.6355984,0.51722896,0.45258182,0.5073463,0.6077851,0.76502746,0.4716626,0.48830745,0.52624637,0.05900211,0.07546383,0.044204336,0.054358095,0.05772721,0.048143733,0.053135063,0.03976158,0.049062517,0.04315131,0.050751127,0.068333834,0.2689978,0.30481055,0.25595668,0.32650548,0.24734873,0.20678277,0.24604772,0.31204528,0.40279284,0.21637532,0.227321,0.24082905,0.0074963896,0.0086359205,0.0023083487,0.0047692447,0.005895188,0.0066476674,0.0057278033,0.0066379374,0.017444873,0.002185099,0.0050436817,0.009232826,disco
0.43320757,0.48304316,0.35722813,0.34059542,0.44472715,0.41409263,0.4180947,0.3551178,0.47279277,0.5631661,0.41952133,0.4774111,0.087276,0.096172154,0.06276605,0.059472486,0.090599634,0.07603179,0.08968339,0.056267716,0.067293316,0.104561545,0.059204232,0.10024737,0.6727885,0.6044444,0.3746705,0.36398458,0.49085224,0.5632635,0.54076374,0.4526643,0.5736164,0.8783032,0.5620662,0.63220966,0.04959745,0.038595058,0.020056639,0.017345186,0.023903206,0.036457688,0.038738012,0.01957352,0.027913306,0.034218397,0.023487166,0.037763275,0.33273795,0.29713762,0.14492175,0.13382003,0.24302703,0.2731973,0.26213232,0.23700242,0.28940988,0.4452968,0.28379092,0.31186295,0.0024151797,0.004588886,0.005481841,0.004007729,0.0012804641,0.0036884989,0.0033994212,0.0006739237,0.0044232914,0.008072232,0.002053991,0.003573653,disco
0.42070302,0.49952254,0.39799485,0.44637772,0.38258365,0.5157536,0.4917932,0.41706282,0.57719094,0.45680463,0.45252132,0.3931781,0.08755495,0.097596146,0.06762714,0.09340944,0.06748535,0.08977729,0.092153914,0.07547638,0.0982109,0.07780735,0.08311731,0.0744745,0.69926924,0.72328955,0.5619304,0.66309804,0.5905391,0.7525936,0.7423697,0.6941075,0.82831126,0.61759603,0.6870234,0.6763023,0.034599613,0.046690855,0.023029024,0.03397685,0.027204195,0.028842257,0.035082027,0.033290956,0.030050261,0.032600746,0.035731375,0.031331275,0.27906322,0.30557996,0.23422864,0.27407438,0.25076282,0.3101915,0.3011624,0.2788754,0.36474591,0.24849632,0.2792787,0.25841093,0.0018739977,0.0068870652,0.0011093548,0.002555337,0.00054218346,0.0032667236,0.0036571152,0.0024682994,0.0038450977,0.0015903299,0.0033544635,0.00048100683,disco
0.5565849,0.4800019,0.57228863,0.49309745,0.3801826,0.5343369,0.3870204,0.38592485,0.28994474,0.3031239,0.4446344,0.47897384,0.098347366,0.060113817,0.10336358,0.077063,0.046136007,0.093252026,0.05051101,0.06844426,0.043924864,0.051827792,0.080887645,0.07340897,0.73998785,0.50786364,0.6295373,0.5809455,0.46208268,0.69416994,0.4837842,0.56357676,0.42210886,0.47009343,0.634015,0.557348,0.051011313,0.023093114,0.047009792,0.063287966,0.021922939,0.06267557,0.025394216,0.038332865,0.02395119,0.021453748,0.05048822,0.031166699,0.37931797,0.24188523,0.3226903,0.28535846,0.2366341,0.3449406,0.22596516,0.2787121,0.1917254,0.23011689,0.3182759,0.27650204,0.006501762,0.000349942,0.004302289,0.00784851,0.0015375522,0.00843855,0.00041789454,0.0034745364,0.0011680337,0.00083240756,0.0037311332,0.0022625627,disco
0.43995807,0.45495567,0.3916278,0.4688421,0.42471647,0.50137216,0.39250034,0.38256162,0.49899513,0.42088136,0.48987868,0.38589734,0.09720828,0.09915389,0.061670214,0.10279771,0.06887636,0.102139995,0.07324299,0.06729377,0.0945547,0.072829515,0.11805581,0.071596764,0.6481738,0.66000915,0.609938,0.70754665,0.5739178,0.64519316,0.56207764,0.5217603,0.57532436,0.529297,0.60939485,0.49807325,0.048775677,0.052765083,0.05235229,0.065359786,0.044772223,0.057361722,0.06710447,0.05102032,0.06286647,0.04676686,0.060852993,0.044659972,0.30644432,0.31181204,0.28681684,0.33462644,0.26835805,0.3063897,0.25332975,0.23559445,0.25388327,0.23800053,0.26965433,0.2065903,0.004481805,0.0071410006,0.006435142,0.0098298155,0.003390167,0.016349934,0.012994027,0.006498247,0.009865747,0.0050352095,0.008066225,0.0024736903,disco
0.35473412,0.26683465,0.2646497,0.28719425,0.3309382,0.26033425,0.27287236,0.45595947,0.4710042,0.61625737,0.48626158,0.41537628,0.09887643,0.06762211,0.069492616,0.08178471,0.08102517,0.059732836,0.0534202,0.09874584,0.07017198,0.12334156,0.0870951,0.07149926,0.5146474,0.37363613,0.37051466,0.3877033,0.45469308,0.38873222,0.41623348,0.58387667,0.5157798,0.75671417,0.4719884,0.41814497,0.08074557,0.03842712,0.04776057,0.04970124,0.042867772,0.036401875,0.04187451,0.07389706,0.05061422,0.078279436,0.032976467,0.03407664,0.29266772,0.1902214,0.18544923,0.1934171,0.26947442,0.20838444,0.22820547,0.3419038,0.30841467,0.44641235,0.29057217,0.2370641,0.015212222,0.0035605847,0.007880961,0.006937738,0.00638395,0.0030580247,0.0023759915,0.007775764,0.008666021,0.016291425,0.005408807,0.0027567493,disco
0.5504569,0.42339,0.37314466,0.34859118,0.41133985,0.34198642,0.34158835,0.48050672,0.46191862,0.52255857,0.4280721,0.45688117,0.12872604,0.07922783,0.078888185,0.06955292,0.086701766,0.07571268,0.06425221,0.09847996,0.07929436,0.10630444,0.07605038,0.09647024,0.65593964,0.54329795,0.511172,0.48171064,0.50565624,0.43900657,0.48398995,0.60585946,0.5951458,0.6957136,0.59694916,0.5602041,0.07703079,0.051355634,0.059170928,0.049411446,0.04788903,0.03579282,0.033643167,0.057682697,0.051903985,0.07472753,0.059161123,0.06413624,0.33216575,0.2594517,0.24798848,0.22910167,0.25083995,0.20176525,0.23690061,0.3054138,0.2994883,0.3476229,0.29003257,0.27641812,0.014524904,0.003794012,0.007499168,0.005042866,0.0038757275,0.0035336812,0.0025756264,0.008457853,0.0067642024,0.0096431915,0.006675535,0.011887924,disco
0.26904446,0.3115397,0.38584474,0.4176819,0.5815198,0.4950425,0.47328582,0.48103747,0.44396183,0.45865396,0.3594038,0.38207805,0.033822842,0.051793676,0.076736905,0.060198285,0.10426296,0.0795547,0.10265547,0.101203285,0.0655189,0.10616631,0.05471509,0.0656771,0.4189862,0.5253921,0.5173683,0.5205202,0.7188503,0.55234414,0.6402652,0.6615829,0.69571096,0.6321312,0.49473682,0.55104524,0.024948804,0.03850087,0.040742043,0.03169482,0.058451224,0.053645153,0.054266196,0.047516707,0.04449894,0.06955224,0.037703767,0.04549604,0.1751998,0.24181555,0.23504776,0.24795535,0.35800472,0.26263195,0.31091508,0.31699234,0.35539562,0.29233974,0.21185024,0.2680607,0.003335033,0.00214433,0.0031042174,0.002550627,0.011322691,0.006667517,0.0039503137,0.0045989966,0.00565747,0.016742297,0.0045056473,0.006720948,disco
0.55214745,0.3281585,0.29118687,0.38045132,0.41945192,0.6166234,0.42800346,0.41209862,0.4307481,0.40844312,0.55469674,0.41255212,0.11024782,0.052474804,0.03753687,0.07911463,0.053293075,0.0896656,0.06152139,0.057776738,0.07656394,0.054871283,0.09830414,0.04313897,0.54866153,0.39671183,0.35414416,0.44695753,0.4074803,0.7037141,0.48334348,0.43568397,0.52242035,0.47161922,0.6983655,0.48351938,0.058760557,0.034001067,0.023927357,0.081895515,0.040900268,0.06093744,0.05677075,0.045459703,0.057115614,0.037678197,0.08422208,0.03637137,0.31173623,0.19086225,0.17078364,0.21725129,0.19858631,0.41196132,0.25655732,0.2235286,0.28081793,0.26146483,0.38798243,0.2651933,0.011786885,0.004489035,0.0034745522,0.016168417,0.00822884,0.009568988,0.004969119,0.0023840852,0.004294448,0.0037038478,0.022291245,0.005651694,disco
0.39262027,0.3219159,0.46536702,0.39072904,0.51915884,0.3971122,0.45207527,0.47867763,0.29876208,0.44640064,0.31371644,0.5006524,0.06440336,0.050940197,0.0975971,0.076765545,0.09346921,0.0669728,0.08358775,0.09524306,0.03026935,0.0994679,0.035697244,0.09864385,0.4359,0.40623546,0.5834771,0.39940968,0.70270556,0.48494366,0.50094444,0.4655912,0.3081018,0.5241191,0.31978077,0.5507784,0.04494716,0.03185818,0.06525834,0.046793085,0.06912665,0.05024635,0.05591886,0.063647285,0.012751609,0.06385039,0.01634027,0.054227106,0.24110737,0.2266782,0.33935708,0.20418009,0.40817413,0.26763126,0.28063294,0.2526001,0.1398596,0.29753578,0.14945884,0.32603914,0.008705774,0.008066299,0.008207178,0.0144439805,0.011828397,0.0062965453,0.012101427,0.014073234,0.003960835,0.013727976,0.0047755223,0.0099223405,disco
0.454423,0.5076148,0.45746055,0.45282903,0.5279259,0.40667042,0.41206643,0.3402085,0.33560878,0.43387774,0.41845405,0.47473818,0.07720717,0.09202868,0.07961537,0.080112025,0.09057535,0.07348432,0.09893199,0.067286514,0.057720426,0.08813051,0.06732116,0.08513679,0.45803016,0.64325863,0.41232756,0.38463792,0.5356101,0.39821652,0.48518923,0.37815845,0.4217889,0.5103757,0.45909896,0.62953997,0.043785695,0.091084965,0.03751184,0.036936402,0.06853102,0.03217938,0.056604747,0.02905791,0.027056744,0.061032847,0.0443006,0.087254696,0.27120867,0.36600724,0.23020588,0.20019323,0.31141427,0.2109352,0.27087703,0.19883792,0.24411125,0.2945541,0.26060396,0.36519328,0.00475369,0.027186368,0.004639193,0.0046964223,0.014008256,0.0022978669,0.006832663,0.002926217,0.0013401532,0.006859833,0.0067129303,0.015142493,disco
0.48638302,0.3611513,0.52845454,0.43105832,0.380221,0.432606,0.37443957,0.5200359,0.26928687,0.28421378,0.4468982,0.33977953,0.11683742,0.038013812,0.10231956,0.090064324,0.06535274,0.09701518,0.045316227,0.116510555,0.029055104,0.03962188,0.09532445,0.03810399,0.7626388,0.7013119,0.85052323,0.7935665,0.6763602,0.6799216,0.5650654,0.6755434,0.5374819,0.42115343,0.6092242,0.55008864,0.035162535,0.017768092,0.023898838,0.029562019,0.027602892,0.030566508,0.018615004,0.03427397,0.015514876,0.009831844,0.036547355,0.017803106,0.33012173,0.28595608,0.39803392,0.34505326,0.2845007,0.2882303,0.22912246,0.29133186,0.22574669,0.14785361,0.2617143,0.2456171,0.0040621543,0.0020213532,0.003932083,0.0020061112,0.0014946025,0.002932506,0.00032804575,0.0058183554,0.00049268367,0.0023815655,0.0025438531,0.0007096341,disco
0.36183178,0.43809322,0.29673544,0.34020776,0.2975257,0.2812673,0.40924066,0.36534494,0.49116033,0.3273568,0.3847793,0.44804114,0.06965264,0.10842659,0.050620437,0.08129448,0.077641875,0.051123317,0.11158518,0.0689513,0.12173322,0.06647951,0.09330746,0.10951334,0.7390277,0.71391606,0.40980482,0.5041351,0.4495193,0.33254567,0.37963066,0.47456563,0.58591455,0.4191482,0.5496713,0.86326164,0.0384451,0.0540063,0.020880338,0.030506756,0.025831437,0.012646499,0.041351076,0.036180206,0.052177984,0.025560483,0.023238268,0.03514655,0.41289845,0.3693682,0.18984058,0.24889126,0.21593162,0.11420414,0.14457062,0.23113964,0.3052487,0.19538485,0.27739996,0.46206304,0.0022066175,0.0064623766,0.0023985142,0.0015714011,0.0016100084,0.0021334358,0.0060275816,0.0035828121,0.0040447023,0.0027531085,0.0034432153,0.003061697,disco
0.3693777,0.3730604,0.5337566,0.5034803,0.44068038,0.47497872,0.36040187,0.43747315,0.38495982,0.5148168,0.5766544,0.3709382,0.08552615,0.04969544,0.09257293,0.101816446,0.07546428,0.07974067,0.04795427,0.08497885,0.06527846,0.08650244,0.09776674,0.05706002,0.5700308,0.5983926,0.66260934,0.77901673,0.61114925,0.56826395,0.44573537,0.47928974,0.46523002,0.55304414,0.68556356,0.5469346,0.04906182,0.03986821,0.045235872,0.039225798,0.034327097,0.04838193,0.026868807,0.03657161,0.044064213,0.052454777,0.04724577,0.031581048,0.26881102,0.287729,0.32502723,0.38476875,0.3030471,0.2682532,0.19749641,0.21018256,0.19036046,0.2515074,0.34153956,0.24832873,0.0072575426,0.0049563316,0.005788904,0.008884623,0.0047151563,0.0074576684,0.005066363,0.005451929,0.0046814545,0.0056595844,0.005014305,0.001540737,disco
0.34223863,0.3423199,0.32239866,0.41183347,0.29344094,0.24744691,0.34705073,0.24535382,0.28585312,0.29688582,0.41252476,0.5633516,0.06970396,0.09656185,0.070128985,0.101345986,0.07386583,0.04621376,0.09930013,0.05078482,0.07337573,0.066181175,0.08670432,0.12817752,0.4242229,0.4981312,0.54998225,0.6502603,0.5804363,0.5216166,0.5780441,0.49032968,0.50729334,0.4734223,0.5834683,0.6532318,0.0362736,0.055526458,0.061814446,0.053045947,0.0617689,0.035413373,0.051817633,0.044692006,0.046449073,0.0530355,0.06044063,0.08166385,0.18992805,0.24516885,0.28554904,0.3418057,0.29045752,0.25151423,0.2913018,0.23380166,0.24074663,0.21126632,0.2940839,0.3250978,0.010395307,0.012470407,0.011093286,0.007169884,0.014516153,0.0030104904,0.006663853,0.0046942374,0.006421803,0.011337168,0.014146744,0.02161958,disco
0.745549,0.5254887,0.3932887,0.33285162,0.2859534,0.22942893,0.23891501,0.41193426,0.35565126,0.35722262,0.4308858,0.508349,0.10471675,0.06490701,0.06840968,0.07713971,0.056745276,0.0414886,0.035646506,0.07392626,0.065252215,0.08342291,0.09354493,0.065311596,0.8089338,0.35510474,0.33797482,0.3045636,0.3650742,0.3418328,0.34001192,0.5406704,0.4618186,0.5678707,0.6697103,0.58605784,0.05009169,0.01967607,0.036457393,0.031275906,0.02842256,0.05031997,0.026422307,0.04358736,0.04730485,0.08590647,0.10539642,0.050329026,0.47054037,0.18411194,0.1415945,0.10966449,0.18761586,0.1311055,0.15588143,0.31722066,0.22703587,0.3181237,0.36193115,0.35752392,0.023129597,0.0025581059,0.010341746,0.006089785,0.011666241,0.013785088,0.004738073,0.00928333,0.006425331,0.017868917,0.011881608,0.0059695807,disco
0.34103236,0.36171272,0.46618104,0.4411327,0.5042935,0.47539735,0.5736876,0.43951076,0.31569394,0.4674913,0.42805433,0.4104889,0.056863606,0.06714095,0.112216525,0.09506092,0.11684085,0.08248366,0.10061678,0.074257754,0.047615502,0.10713529,0.0669787,0.08907076,0.49297014,0.61820847,0.74461657,0.7316531,0.8052099,0.63159305,0.67708987,0.45042652,0.44639617,0.5757302,0.4861354,0.63445807,0.019306194,0.02536041,0.038191833,0.04321975,0.045942903,0.03838563,0.054137558,0.020355178,0.017886722,0.05130102,0.026816513,0.047614053,0.22361611,0.25662604,0.346876,0.35479888,0.38875198,0.27088478,0.317347,0.19221994,0.19890192,0.25749034,0.21932209,0.2897397,0.00037126345,0.0011864837,0.004144302,0.0034003162,0.0027517856,0.001980509,0.008210196,0.0016331245,0.0013422527,0.005800313,0.0021060691,0.0049282955,disco
0.4545267,0.37325907,0.39863813,0.45151722,0.39006165,0.4730484,0.4580969,0.53329307,0.46804085,0.4107789,0.4314758,0.38199085,0.09790688,0.06779203,0.06726152,0.09818734,0.07015878,0.109583415,0.08054013,0.094443426,0.09120611,0.07669138,0.092885286,0.07008175,0.5083399,0.36426812,0.38639027,0.4566183,0.4538934,0.56445026,0.46607342,0.57868826,0.603903,0.5289818,0.63331485,0.5197191,0.06315698,0.03772373,0.028385729,0.053378306,0.051565666,0.08028488,0.04453934,0.06367915,0.07248961,0.039377563,0.08317302,0.052740097,0.26652098,0.15429635,0.19525489,0.22619095,0.22434649,0.29410344,0.24012929,0.31762022,0.33025333,0.29060194,0.34693334,0.2859599,0.012926167,0.009116602,0.0041160695,0.008358788,0.0076892925,0.012534481,0.0059770183,0.010324291,0.017595755,0.0044414485,0.020497687,0.011269361,disco
0.28671703,0.3696707,0.27407,0.37176844,0.3111179,0.48725176,0.5516753,0.37533647,0.5085596,0.28271678,0.37627658,0.27769023,0.048217252,0.07965852,0.038792662,0.094990365,0.057840664,0.10051361,0.121058844,0.047836214,0.10832508,0.030806126,0.08678945,0.055801056,0.51262784,0.67201936,0.6294455,0.78189033,0.6875621,0.77001363,0.75965214,0.5269264,0.6177265,0.46491498,0.5389726,0.47444534,0.017860427,0.037368767,0.026826022,0.03803048,0.03002766,0.038753137,0.04208517,0.021374362,0.039652117,0.01607471,0.028734311,0.018068794,0.23089279,0.2980612,0.25779003,0.35924593,0.29994193,0.3513852,0.3505531,0.24119815,0.27867118,0.21491219,0.2463079,0.22072795,0.00039765035,0.0027777269,0.0011558315,0.006863978,0.0026614352,0.0048794933,0.007918777,0.00060567976,0.0033827005,0.0009804766,0.0016663552,0.0013105464,disco
0.5332145,0.49431607,0.3436996,0.25740793,0.2519818,0.42738304,0.330183,0.3725919,0.37753335,0.2804159,0.32195938,0.3048098,0.13232864,0.102526315,0.0757584,0.068795,0.060931377,0.11943637,0.06927237,0.10264048,0.104785174,0.05524523,0.08885957,0.057197783,0.786469,0.6443732,0.5301352,0.5601912,0.6104808,0.7420573,0.56066436,0.4786707,0.5359127,0.46533832,0.51862967,0.49578887,0.051780835,0.04003343,0.032393377,0.033762045,0.04759185,0.045675926,0.035184074,0.052925322,0.046564955,0.02494392,0.039071508,0.025897434,0.39063564,0.30547205,0.24426666,0.26975772,0.30947247,0.37911656,0.2661823,0.20049253,0.25594237,0.20308106,0.24764189,0.23702416,0.008500243,0.002709975,0.0018513768,0.0021891536,0.0031219986,0.00284435,0.0013675984,0.008304137,0.0047281,0.0024276164,0.004607648,0.0041947686,disco
0.34151748,0.33510348,0.4591631,0.36466798,0.427181,0.5091317,0.43089512,0.51654315,0.3716791,0.3894023,0.37431264,0.294915,0.07898202,0.060996406,0.10727264,0.06783477,0.087350115,0.11172489,0.06848085,0.1166669,0.06334804,0.08588624,0.087371275,0.046505798,0.47450346,0.34670123,0.49078548,0.48588276,0.5554762,0.6788042,0.508859,0.6549593,0.44097283,0.47025415,0.45642823,0.393897,0.05020701,0.027638128,0.06378249,0.0455751,0.051543035,0.06362416,0.030353056,0.0916288,0.027960967,0.04116961,0.06763616,0.028124852,0.24556322,0.14552563,0.24998352,0.2690829,0.308761,0.3869299,0.28633264,0.35417947,0.23349436,0.24775742,0.21471694,0.20452225,0.009294786,0.010704102,0.016252372,0.010138876,0.007087771,0.010562889,0.0048999493,0.026875153,0.00467936,0.0045768637,0.017982423,0.0042554336,disco
0.4445353,0.42292383,0.4480343,0.45002353,0.52102697,0.51221937,0.45396957,0.45546117,0.49113876,0.5591913,0.55228055,0.51423603,0.07848187,0.07886973,0.089145035,0.07851539,0.095985904,0.09619508,0.077175,0.0748517,0.076195344,0.10472861,0.08503088,0.08136415,0.37156874,0.39449885,0.4405323,0.434562,0.6222839,0.5304569,0.47680178,0.45202297,0.48948383,0.66934276,0.49107304,0.4181493,0.03381317,0.039944954,0.058049597,0.038081143,0.06955323,0.043857027,0.05970262,0.05985649,0.047868557,0.107806414,0.045713346,0.040476825,0.18257014,0.19767043,0.22292097,0.23681098,0.35249713,0.31011087,0.2626318,0.23900867,0.27710092,0.3626056,0.2828025,0.2284961,0.0070750834,0.009476701,0.010338517,0.005773146,0.01758594,0.0077652507,0.01081309,0.009152315,0.010195344,0.028109776,0.012693566,0.0058636,disco
0.4188969,0.4984919,0.61465317,0.5235766,0.45308942,0.4647545,0.45605874,0.57709175,0.4764772,0.45104584,0.47452366,0.3887039,0.08253922,0.08008946,0.09235541,0.07907195,0.06936121,0.083586395,0.06527403,0.08830586,0.065157995,0.072232254,0.08579902,0.065883555,0.6091176,0.6151013,0.7690494,0.64228237,0.60683525,0.6235792,0.5775021,0.71398735,0.5206016,0.5535276,0.579753,0.5270564,0.058995094,0.04413488,0.050354198,0.04576327,0.04934433,0.04930647,0.036677796,0.049947664,0.027205179,0.038306076,0.04219887,0.036692508,0.27667698,0.2784716,0.3678395,0.2941456,0.26631182,0.2736716,0.25907803,0.34430552,0.24938719,0.2542066,0.2627104,0.22976083,0.008769377,0.0025573438,0.006621487,0.0023772223,0.002039606,0.002439559,0.0014246034,0.008483743,0.0026635663,0.0031809313,0.0016457892,0.0017650443,disco
0.31102356,0.36772406,0.35283953,0.39977008,0.48791295,0.4413208,0.47241428,0.43085453,0.41895857,0.31477067,0.29436904,0.3166315,0.068282306,0.08643569,0.07932952,0.095941775,0.11994142,0.10611231,0.113596365,0.091400325,0.11299467,0.07426021,0.06454788,0.07116953,0.553983,0.6336828,0.5333814,0.5847703,0.6804657,0.58643824,0.65884715,0.55690825,0.6354203,0.52663845,0.53524965,0.6036791,0.03168994,0.044592105,0.03315124,0.042739756,0.06043857,0.04286216,0.05562857,0.03728728,0.053424023,0.041499406,0.030011006,0.04262654,0.26010978,0.3084506,0.2484761,0.27203685,0.3307029,0.2705629,0.31809574,0.2590962,0.30573243,0.25059184,0.25613722,0.292479,0.0020594886,0.0042813993,0.0021735698,0.0028142126,0.0043650884,0.0023014396,0.0057750996,0.0022414527,0.0064812037,0.0053371843,0.0017558973,0.0035673932,disco
0.4932691,0.4227582,0.49430192,0.47101232,0.47001728,0.341682,0.3574789,0.4224303,0.43605754,0.515606,0.43623662,0.54058105,0.088529535,0.05962361,0.09159051,0.055367205,0.10423798,0.04884843,0.04835945,0.08110058,0.066917896,0.09773374,0.069840655,0.10710563,0.58409256,0.4446539,0.5427821,0.43121696,0.6130479,0.48553723,0.5526743,0.6214602,0.62253445,0.7433804,0.65440404,0.75679755,0.044906843,0.024036942,0.06241334,0.02014478,0.057070173,0.019845044,0.023602046,0.042187892,0.034965657,0.04686958,0.04007228,0.05048612,0.27943847,0.18933317,0.23369451,0.18973556,0.29922166,0.22792241,0.2512939,0.28244093,0.2806471,0.36463955,0.30405462,0.3696254,0.0048870873,0.0039418866,0.018265283,0.0027762805,0.010296495,0.0004394201,0.0011256812,0.0071262987,0.0026205257,0.008097524,0.0025173894,0.00815983,disco
0.3535052,0.41031876,0.46098986,0.31897816,0.37540382,0.32057533,0.5033432,0.54086274,0.42337736,0.45087218,0.36117774,0.48675758,0.06757049,0.079272546,0.0860789,0.049687214,0.09156086,0.051161364,0.09207838,0.10845357,0.074031144,0.0953794,0.05503632,0.097265005,0.4179309,0.5271231,0.55962044,0.46302497,0.5535337,0.48337758,0.69344664,0.7019917,0.595789,0.623985,0.5059695,0.56341636,0.037201162,0.056539107,0.04157467,0.034678478,0.053038552,0.028768104,0.059706893,0.059059173,0.046975516,0.04363,0.035735656,0.051342208,0.17201671,0.24859723,0.28376564,0.23056293,0.273463,0.2395995,0.35095632,0.35388198,0.29733682,0.30955973,0.24491459,0.2794989,0.0070742927,0.010628573,0.005426725,0.0034869271,0.006884707,0.0021290216,0.0089700995,0.011182272,0.0047051045,0.0032608008,0.0029003446,0.005346629,disco
0.37948012,0.29420134,0.392288,0.35718736,0.46776772,0.43462312,0.30316454,0.3216327,0.3763903,0.5939797,0.2430772,0.25712216,0.10160137,0.05797489,0.10721504,0.08078248,0.10497952,0.1148656,0.06555474,0.08102974,0.06852447,0.11411064,0.031871784,0.050052337,0.6297254,0.5620701,0.7154806,0.6366197,0.6831285,0.6606945,0.51772255,0.5035517,0.38841757,0.5905385,0.39184454,0.44715956,0.055521972,0.04045031,0.064992614,0.07233562,0.05759517,0.06392805,0.041403398,0.055550855,0.024291152,0.065385096,0.021072727,0.0276353,0.314101,0.25644022,0.35498112,0.3092129,0.35896483,0.3295881,0.23678084,0.24218471,0.15143651,0.29586557,0.17648397,0.21888576,0.011103164,0.0026265248,0.007895959,0.0020854257,0.0025239848,0.0047536828,0.0019322047,0.01372142,0.0061304416,0.013887956,0.0039286427,0.0016356753,disco
