mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_var,mfcc_1_var,mfcc_2_var,mfcc_3_var,mfcc_4_var,mfcc_5_var,mfcc_6_var,mfcc_7_var,mfcc_8_var,mfcc_9_var,mfcc_10_var,mfcc_11_var,mfcc_12_var,genre,filename
-98.35358,98.3555,-20.490532,18.820034,-2.095781,2.6650372,-7.3115172,-3.5901136,-7.989525,-1.9183743,-4.731997,0.6237759,-2.5930848,3453.064,562.1023,123.73489,123.80051,49.27047,30.373888,37.896957,28.50035,34.015564,44.89024,60.436325,36.614326,39.630558,classical,data\genres_original\classical\classical.00049.wav
-449.5513,151.49677,-12.753423,44.259808,6.250194,4.0544987,-1.4762169,-1.6236228,-2.4865205,-4.2856755,-9.663299,-1.3531811,0.13567714,4610.8945,454.7486,132.90608,45.60708,38.305,20.805113,30.65865,37.524086,29.22711,19.257015,21.979763,25.443596,48.003185,classical,data\genres_original\classical\classical.00050.wav
-230.27237,119.15338,-1.0512242,28.384487,10.00878,16.125822,4.7939453,6.1923785,0.9515957,5.9151874,-1.1755236,3.5739167,-2.0996544,28254.176,1155.0316,1083.2749,95.97859,138.4082,74.14688,66.36472,36.05937,34.034016,40.897617,55.36878,40.10729,39.32734,classical,data\genres_original\classical\classical.00051.wav
-186.65797,86.64906,-15.726744,14.733744,-2.2077508,6.2551727,-0.89246273,0.65540314,-6.0940466,-5.2228494,-7.879544,-1.7255487,-4.7003126,9601.951,929.2559,592.8476,110.533295,98.7474,102.5328,39.595165,50.275703,120.02808,182.83907,155.78146,86.45019,102.195885,classical,data\genres_original\classical\classical.00052.wav
-121.83351,149.66736,-42.832016,24.485323,-5.4060426,10.664615,-2.818438,0.7835228,-6.3980646,4.4740596,-1.2259258,1.2524997,-1.1988703,5210.862,910.7214,252.48276,125.96925,116.32859,63.994102,69.006645,40.821568,47.335903,35.310314,39.164345,43.360382,31.153845,classical,data\genres_original\classical\classical.00053.wav
-108.06734,127.27673,-44.952744,31.253359,4.3463645,-4.9418173,-15.889656,14.6361885,-7.799102,-1.2097644,2.8209624,17.278034,-4.0977507,4240.022,782.3608,276.9053,159.27397,429.4048,115.43492,251.42216,297.66095,135.32,276.19208,320.9096,295.17905,259.062,classical,data\genres_original\classical\classical.00054.wav
-483.96786,144.165,1.3792461,8.07079,4.933558,-2.316337,-2.740416,-6.8436475,-10.15446,-8.070668,-7.157022,-10.55595,-7.773563,4513.457,1623.1444,479.06375,133.94492,115.63355,56.28576,47.10652,43.050198,58.572685,74.00521,60.006775,66.3098,115.50411,classical,data\genres_original\classical\classical.00055.wav
-81.11545,129.04564,-42.44421,33.13707,5.6854477,-6.503762,-2.2667923,7.401878,-18.70608,2.4765916,3.7434185,1.8843732,-10.075478,2708.4958,374.20074,140.74455,116.5428,101.18475,100.56392,94.5959,87.39086,64.538475,44.686356,73.847015,48.375397,58.821625,classical,data\genres_original\classical\classical.00056.wav
-367.0708,112.81916,-18.745602,10.175582,-1.6043581,3.799532,0.9256812,5.0639057,-5.3709044,-9.514625,-8.494094,-1.786254,1.2870401,8877.521,1438.4437,390.41504,229.25894,98.84456,69.60745,71.06812,82.366875,172.31206,164.97243,89.52007,101.98804,178.56433,classical,data\genres_original\classical\classical.00057.wav
-349.94827,161.8574,-3.3694623,14.163238,5.7316146,3.5070765,2.9739192,-7.0916595,-7.915771,-0.36118284,2.8649027,-2.4754703,-6.782114,1757.3241,335.8134,269.2917,75.83499,56.29893,57.20888,56.819622,72.857864,95.69977,164.51344,103.0066,97.25002,142.67017,classical,data\genres_original\classical\classical.00058.wav
-197.22751,137.38995,-34.15922,25.363323,-5.2644143,-2.7768812,-9.50855,-7.613304,-7.647625,-5.667732,-4.3843036,-5.424353,-3.5282192,5628.5024,607.1538,417.34436,86.029495,46.010635,43.07015,36.250435,39.48296,48.50935,42.21452,52.321205,50.679226,48.07135,classical,data\genres_original\classical\classical.00059.wav
-166.42174,122.12508,-32.114124,16.680294,-5.400134,-2.4928677,-9.827045,-4.8984995,-6.967043,-4.5714536,-6.6540885,-5.4923553,-5.371946,3269.7502,694.7864,223.45683,59.474506,43.0959,43.642944,30.337074,31.180183,38.9705,44.067963,54.979107,36.60231,41.92194,classical,data\genres_original\classical\classical.00060.wav
-274.3259,148.35321,-20.328934,21.799068,7.9280887,3.7767048,-2.2288494,-6.0878696,-5.623011,-6.6903195,-5.9035316,-4.5922475,-1.5412745,7365.532,689.24384,619.55286,93.7133,189.92015,102.151405,52.413628,69.99771,49.21744,54.35607,74.23576,87.861595,84.48986,classical,data\genres_original\classical\classical.00061.wav
-305.44928,135.9327,-11.758563,18.213852,10.375582,3.0047126,-5.5933824,0.14134434,-1.354128,-1.8684579,-3.208138,-6.7502136,-2.6937735,19519.203,1054.6273,460.72333,108.20604,148.30165,61.626545,87.09171,43.633484,53.406124,33.55814,49.98298,45.26002,59.948,classical,data\genres_original\classical\classical.00062.wav
-465.89728,180.18097,56.64645,11.035487,5.84732,0.7351601,-3.9715195,-5.886589,-8.459515,-9.785687,-7.6918125,-3.2519479,-1.8584505,1486.5671,435.09766,322.58026,137.5166,48.90694,48.328735,43.947296,43.290264,42.827393,41.56454,49.61876,45.184013,51.003685,classical,data\genres_original\classical\classical.00063.wav
-498.64725,145.66858,46.470146,15.258628,3.0686219,-0.8322841,-5.2227077,-6.210678,-3.811383,0.089115955,2.7176886,2.2169223,0.2405624,4586.7183,903.75543,817.64703,232.20525,93.27481,86.188126,81.464096,62.711437,74.40838,105.28678,86.96761,58.496246,75.28083,classical,data\genres_original\classical\classical.00064.wav
-421.5947,172.78944,28.069185,-2.5672545,-3.5711489,-4.8697968,-8.896141,-10.693691,-7.677652,-7.9523697,-7.321746,-2.7029622,-0.9108148,4865.097,628.44763,1035.6414,176.16425,117.05666,93.68014,107.28806,119.356476,104.72415,100.16147,127.15579,183.0386,164.84474,classical,data\genres_original\classical\classical.00065.wav
-429.1393,175.105,31.898457,4.288325,1.0443158,-5.7782183,-9.484334,-11.283601,-10.578688,-8.663466,-6.3293447,-1.6777813,0.82280564,4277.116,895.5414,764.569,149.07758,94.502335,67.292366,66.22397,78.09677,63.714966,72.74153,106.72402,121.027695,136.74239,classical,data\genres_original\classical\classical.00066.wav
-413.4534,143.48242,31.305882,14.029362,1.5161096,-2.2952938,-6.4711924,-8.109996,-5.934282,-4.4754477,-2.8047545,-0.82260454,-1.2224383,11545.796,2292.5974,1396.4323,182.89426,167.19818,95.07924,108.320885,117.135925,73.741905,74.111946,63.168118,52.05622,71.78658,classical,data\genres_original\classical\classical.00067.wav
-234.44064,130.26003,-39.531033,19.348919,-6.7951365,-5.134988,-3.7098153,-4.0319524,-5.071555,-1.3709053,-7.7486467,-4.3807516,0.4702783,4014.8755,256.56323,122.81732,61.418903,67.37672,39.4979,49.32064,71.985344,110.923164,42.248398,72.158424,83.37842,93.88653,classical,data\genres_original\classical\classical.00068.wav
-321.24756,136.29433,-28.28276,31.008644,0.5742582,0.23691241,0.6586137,-1.3397088,-0.058611777,-0.42391258,-6.176197,-0.14452073,-0.4549772,1768.4064,284.33603,197.57045,101.44276,54.313744,70.26701,53.98927,46.773945,47.875214,61.386963,67.23079,71.78634,93.467926,classical,data\genres_original\classical\classical.00069.wav
-321.1392,134.57178,-18.24004,22.185543,0.42837247,-3.8020203,0.4877544,-1.1469616,-1.9024942,-0.10495498,-2.7560534,0.5838329,2.4930167,7181.645,575.24896,342.36035,84.712204,83.05103,53.92199,49.11535,54.447754,75.42102,81.904495,66.360725,105.79367,78.967155,classical,data\genres_original\classical\classical.00070.wav
-269.7108,136.43422,-25.016579,26.403866,0.68106735,-5.372084,-1.109293,-1.498667,-0.17736825,-3.8057554,-9.296668,-3.1443982,1.6502775,4960.624,409.45114,223.9461,80.536446,70.2656,30.101934,51.6486,101.51333,92.360725,64.814926,81.68169,94.39442,95.89239,classical,data\genres_original\classical\classical.00071.wav
-360.83868,138.97086,-12.927217,33.778614,7.5961585,-1.7088121,1.027019,4.0721283,3.938996,0.94157827,0.5166481,4.6864805,3.336596,6760.78,839.82733,200.7463,83.52537,57.163216,35.316875,37.673584,33.42779,54.555668,98.48118,175.84302,166.17422,76.85982,classical,data\genres_original\classical\classical.00072.wav
-306.85605,152.84921,-27.586615,16.327555,-3.148807,-8.940591,-5.437477,-9.772418,-7.1042967,0.29831234,0.89340913,5.4443207,8.212006,5706.559,675.6416,347.9414,231.09308,176.2652,104.60015,74.65879,86.83165,74.29901,63.55857,144.3612,199.82356,174.4668,classical,data\genres_original\classical\classical.00073.wav
-289.74127,143.90283,-27.002756,24.065565,-1.1469277,-6.3004317,-2.745879,-3.524174,-3.0163457,-3.1469986,-7.264607,-1.6910163,3.0758982,7189.6147,441.12094,132.03838,69.9974,64.76552,68.73208,39.92854,38.083458,66.44669,57.430454,46.85889,54.889187,71.739716,classical,data\genres_original\classical\classical.00074.wav
-413.00116,138.53171,-19.246777,34.156403,8.985244,-4.2935634,4.1500463,0.8692794,3.081244,0.12008622,-4.0598016,3.7838356,5.919068,3768.3118,799.48425,267.53824,73.57457,81.39118,36.02364,56.319424,57.930866,49.978287,72.19112,125.532196,123.10402,159.54277,classical,data\genres_original\classical\classical.00075.wav
-238.74171,149.72977,-28.855423,28.25653,-0.80010945,-3.9364913,-2.1363714,-4.325534,-4.18362,-3.438125,-5.7532845,-0.09010243,2.5456483,5491.54,567.4396,175.76004,79.228584,64.482864,29.918062,32.913918,29.311102,32.91314,34.417114,54.373085,85.310074,99.34735,classical,data\genres_original\classical\classical.00076.wav
-477.94348,155.32089,12.7602215,5.5314426,2.3841317,-10.652273,-16.651352,-12.546622,-11.187111,-9.374714,-3.2156122,-2.7692902,-6.4778414,8590.739,1506.5885,800.38324,229.8147,96.00574,117.92614,82.76503,105.51704,172.54626,131.86879,66.07674,119.7214,90.40308,classical,data\genres_original\classical\classical.00077.wav
-552.1586,173.31636,26.347733,14.1246195,7.2601395,-7.080264,-5.8543334,-10.337285,-11.018615,-9.1995945,-8.825932,-4.930786,-3.6539578,1649.3046,670.972,200.8299,71.38364,46.247627,55.358166,56.494793,35.901905,59.940147,53.83066,74.30409,100.06086,62.57792,classical,data\genres_original\classical\classical.00078.wav
-437.6044,170.93153,7.4195814,-3.083473,0.7893821,-11.128749,-12.522781,-6.907836,-5.858702,-8.461237,-8.481487,-8.339388,-7.378575,4082.8062,824.8566,660.673,127.03363,137.47867,131.37071,122.3471,111.211655,193.85828,126.476,159.21576,216.91171,125.968704,classical,data\genres_original\classical\classical.00079.wav
-549.5697,156.9653,6.631246,34.402447,13.249272,5.748277,5.0407815,-3.0072958,2.0624194,3.0736666,2.01758,3.2438076,5.6670165,7727.987,1521.5234,545.185,75.11593,64.670586,71.29252,81.536354,74.16591,53.470097,30.619333,42.913643,30.566675,17.281326,classical,data\genres_original\classical\classical.00080.wav
-374.65198,153.82292,-21.559772,20.833046,7.002672,-3.9453752,-2.5165148,-2.8052347,-4.2927785,-4.5061345,-5.7571154,-4.25979,-3.8456016,3102.1245,587.144,226.05544,93.7285,67.80462,68.76316,102.07471,61.2011,67.34743,59.168304,49.229347,35.56309,48.706165,classical,data\genres_original\classical\classical.00081.wav
-263.99594,142.11691,-51.378956,5.0166855,-20.275646,-17.12978,-16.075098,-20.311262,-15.04123,-9.737653,-8.4088335,-11.790934,-6.8859296,2926.1133,1095.1895,347.82385,118.507805,127.79162,93.00193,92.68518,81.23407,105.64238,68.297516,68.67395,120.88121,79.61848,classical,data\genres_original\classical\classical.00082.wav
-338.83044,190.14246,-16.293915,3.7036424,-0.44072857,-8.890434,-10.38858,-16.360968,-13.284851,-10.792324,-8.643245,-8.279584,-4.624201,3836.286,451.86972,678.6437,142.67163,94.27099,49.536777,38.09172,53.88122,36.412838,54.796505,46.289925,56.0163,41.42673,classical,data\genres_original\classical\classical.00083.wav
-368.99612,171.87369,-27.293062,6.0049872,-0.16409573,-10.674203,-11.9248295,-10.194441,-11.368568,-10.507292,-8.375313,-9.789171,-5.0586824,5809.597,227.20451,578.1428,174.06125,278.2775,114.683586,76.69848,47.066093,60.85334,44.043667,36.477077,41.105133,45.324997,classical,data\genres_original\classical\classical.00084.wav
-246.15865,149.42867,-41.988865,11.606256,-10.289648,-4.0193577,-7.1368546,-10.135562,-9.420322,-7.171843,-3.1583676,-5.640657,-2.586296,5847.7803,1478.3281,240.75505,97.338036,61.12198,57.102207,45.807854,68.00826,63.52536,61.70959,77.78632,61.42523,94.02962,classical,data\genres_original\classical\classical.00085.wav
-283.51343,159.5616,-29.515244,18.527405,-9.859647,-3.4256573,-10.989011,-9.791544,-8.29952,-4.2436934,-2.8717248,-5.970813,-4.0241084,5399.0845,1286.635,164.56541,101.159904,112.86976,51.77708,44.1016,43.37023,35.57032,43.23776,53.98211,61.940685,62.468193,classical,data\genres_original\classical\classical.00086.wav
-392.925,190.73505,-13.30989,8.256798,1.556012,-11.073181,-11.240291,-13.994958,-10.621299,-9.390467,-4.6211743,-10.071729,-4.8217816,5074.7446,383.7532,588.5145,77.21142,66.524124,53.96369,43.835423,34.253292,48.5956,42.00481,52.10346,58.35955,52.212658,classical,data\genres_original\classical\classical.00087.wav
-299.62308,157.25868,-37.329967,15.76609,-5.7509174,-4.4520483,-6.8125167,-10.72881,-9.877374,-8.156403,-5.426561,-7.837365,-2.7309942,4980.707,336.94742,195.77873,85.41774,84.70001,55.985687,39.116287,41.049366,47.84963,57.202812,42.31583,51.656727,43.08321,classical,data\genres_original\classical\classical.00088.wav
-301.9321,57.551674,-59.138557,33.53785,-20.924202,17.733927,-0.6399964,49.018707,19.130726,27.11223,-17.640003,-0.28261364,-3.750939,2617.5657,819.28125,253.6065,82.1791,72.349754,85.09344,194.46658,384.98404,237.07147,353.50446,590.13184,250.31386,289.2064,classical,data\genres_original\classical\classical.00089.wav
-326.38028,85.908844,-42.970146,31.839684,-19.570826,9.9973955,-16.449766,9.995578,-8.598667,25.513878,6.546204,16.401815,3.4843893,1256.2898,337.676,170.66304,66.89911,81.04193,52.37999,56.561714,54.881332,81.33939,165.69383,128.01866,172.89365,194.05553,classical,data\genres_original\classical\classical.00090.wav
-251.23933,88.76645,-41.775455,37.914806,-12.039209,21.623262,-5.8672247,25.71373,-5.204475,14.297369,-7.54923,10.474768,-4.9246387,3226.5166,230.21089,145.08463,65.908585,112.47902,79.67755,129.05907,132.67574,213.47598,207.61063,243.20206,217.72679,234.82043,classical,data\genres_original\classical\classical.00091.wav
-299.6929,103.63919,-27.674162,51.015617,12.293651,16.498365,-10.951071,-0.887635,3.8555367,12.946044,-12.41085,2.478124,5.183284,5247.3022,658.11725,288.74384,109.83698,147.41714,69.64057,95.66361,127.04919,319.0153,214.81473,346.41226,266.0793,231.80795,classical,data\genres_original\classical\classical.00092.wav
-207.42522,117.61352,-41.420906,13.249367,-1.6709114,15.538312,-10.338402,-1.8724031,-12.771744,6.9996586,-0.77371377,2.0700433,-8.253666,1671.6696,212.66342,546.60364,155.46446,69.513695,106.619415,160.89204,141.65643,96.13075,128.17894,209.8166,159.9829,185.85457,classical,data\genres_original\classical\classical.00093.wav
-385.87155,128.65533,-26.71042,39.469887,-2.1612146,16.753073,-5.728032,14.715788,-3.0880718,12.3004465,-5.8861976,2.797903,3.6902454,9370.933,409.05408,453.775,116.605545,173.36992,60.737118,127.41556,71.90449,124.17244,81.700935,100.6904,93.01119,115.771,classical,data\genres_original\classical\classical.00094.wav
-422.54468,89.863014,-18.73295,37.771908,6.006347,4.1578536,-1.9991797,12.114277,4.164937,13.789986,2.8316233,5.892905,6.113412,6855.2744,1013.2318,438.1455,109.077675,139.2793,79.41885,106.12785,123.2452,129.39987,148.6851,84.39752,106.00736,247.98608,classical,data\genres_original\classical\classical.00095.wav
-203.65866,111.14665,-51.54852,39.4677,-10.575403,11.908858,-13.1665745,15.140764,-7.2812214,13.376247,-7.3036685,3.8474364,-3.7815683,3762.821,952.2097,173.73592,65.350334,130.36093,64.05153,97.234856,108.1178,72.466515,115.39796,67.22681,109.54958,87.752045,classical,data\genres_original\classical\classical.00096.wav
-280.7058,122.70871,-14.398484,26.855293,1.342496,5.994597,-13.109008,3.3745084,-11.562682,5.1796885,-1.0512307,2.7557733,0.0577943,1130.0375,230.05365,169.41916,37.59474,62.978706,50.298748,67.21949,108.26343,80.11935,72.35233,146.28575,129.96468,122.75774,classical,data\genres_original\classical\classical.00097.wav
-287.6037,101.75817,-35.345406,41.28016,-12.727131,17.276148,-13.967989,16.304947,-5.592962,13.65411,-8.788416,-0.053095203,-13.757536,4983.1357,305.2685,213.32509,56.019726,128.4801,53.540855,100.52651,62.290916,75.235756,83.89992,150.34724,71.28799,128.41685,classical,data\genres_original\classical\classical.00098.wav
-378.6962,126.49836,-18.83014,42.88959,-14.325575,25.359526,-14.636545,18.717955,-10.184204,21.119013,4.4280825,18.228247,-10.292282,491.9592,156.43991,35.535614,34.387695,57.269527,37.466713,31.36102,39.48,77.600945,63.299835,36.3538,65.88007,53.67956,classical,data\genres_original\classical\classical.00099.wav
-23.104954,70.25588,3.8055308,28.323957,13.754286,5.728135,3.973779,7.4728084,2.6279068,8.490235,-2.3202078,2.0890799,-3.3720124,1016.55884,339.2418,235.70625,135.39638,111.02007,107.3091,85.77521,63.285915,61.158566,72.16535,73.24599,41.87508,62.59061,country,data\genres_original\country\country.00000.wav
-7.9727893,62.724636,-1.4591703,28.109985,9.967061,9.363962,5.415904,9.82543,3.0275455,8.420949,0.31071302,6.540354,0.7373716,361.27576,93.09869,148.226,60.724346,73.58802,106.55917,49.533836,53.290375,60.74821,54.824585,48.29495,38.09037,31.02829,country,data\genres_original\country\country.00001.wav
-120.3052,79.22588,5.2293863,34.548218,16.506737,13.129608,6.3450894,9.962078,-2.0015073,6.810066,-6.352069,0.22815078,-6.8128085,1696.345,444.88867,351.96072,192.24957,99.23971,83.53855,66.07957,54.71924,91.34258,61.590168,50.306374,53.236034,64.252266,country,data\genres_original\country\country.00002.wav
-57.75979,95.76648,-10.109319,40.979637,13.979035,-0.9898583,-0.18847127,7.4250774,-3.6333375,9.545139,-2.9410641,2.4362512,1.9947803,1337.1653,823.8119,414.27032,193.22061,133.6319,171.42763,107.00304,100.90501,103.60408,80.60196,74.62041,80.11866,53.288246,country,data\genres_original\country\country.00003.wav
-20.78135,62.950428,2.3044403,30.773718,6.973462,6.5058117,6.3236365,9.873086,3.435297,9.372202,-0.40415794,7.5194154,-0.9842739,381.67404,156.56827,161.45715,93.19163,62.151752,115.17589,69.03253,72.26444,52.189114,55.3079,52.405174,41.743782,43.462444,country,data\genres_original\country\country.00004.wav
-24.671667,62.440266,-7.7540884,28.432592,10.997147,5.551389,-0.086744204,13.74509,2.8998163,9.909151,0.85377365,5.952079,-1.2259914,755.39777,253.16586,231.95815,132.58536,80.7288,86.35897,68.40083,68.44495,66.66487,94.95348,69.39527,57.690895,61.34719,country,data\genres_original\country\country.00005.wav
-23.201923,71.15687,1.576013,24.438925,16.31995,4.5767665,-3.8856642,17.993046,-3.3505054,2.435541,2.915715,0.81521153,-1.1092839,597.01855,429.5324,273.26944,135.96997,155.5411,127.61431,78.91531,66.22615,70.13369,58.010124,48.358982,44.45813,58.271446,country,data\genres_original\country\country.00006.wav
-20.81746,64.90752,6.7671013,26.357126,11.665423,13.185629,-1.9791067,8.582197,0.4728952,7.441096,-0.41490942,6.945586,3.6606066,803.5951,336.99374,193.94774,114.97886,95.302284,66.47627,87.22188,57.27098,53.58169,59.18075,55.206753,45.887993,41.3293,country,data\genres_original\country\country.00007.wav
-19.763226,76.64638,-4.826523,32.238724,7.710495,17.18376,-1.4951016,9.149327,2.7572665,9.145537,-2.6543097,7.5196223,0.38755095,523.7535,368.17474,157.98381,153.24011,120.16584,125.502,60.70973,55.11929,94.487144,81.96829,62.871857,84.95623,58.546352,country,data\genres_original\country\country.00008.wav
12.145776,58.997505,0.9395953,26.743252,9.245794,3.5632026,1.5272026,8.654258,1.00294,11.647983,-2.1983073,1.1939831,0.48530075,190.467,143.86584,182.33904,118.163994,75.586006,86.13531,69.45502,50.99736,61.68064,45.167633,44.565075,39.795216,39.245083,country,data\genres_original\country\country.00009.wav
-197.70265,106.49648,-4.4335303,37.656395,-0.8653605,-0.96210355,-3.4531171,-0.049805537,-9.302802,-5.177724,-4.2500987,-3.5460405,-1.3531576,4250.8955,936.3929,577.778,319.43765,298.9679,161.23958,145.65048,90.263664,152.0744,154.31148,98.60631,95.369514,75.19184,country,data\genres_original\country\country.00010.wav
-199.05687,61.1464,9.977331,23.48061,10.260272,0.0013764773,8.017387,1.1231512,-4.8983784,9.487702,-6.3569746,3.875742,1.6276603,5351.382,1409.1127,549.0497,240.85732,229.78178,178.18375,162.23888,131.68837,120.36374,126.88626,88.51003,109.545586,97.73053,country,data\genres_original\country\country.00011.wav
-141.01443,123.921104,-2.5103796,27.954958,-0.004282374,1.2101256,-11.015173,-1.3653064,-7.0197535,-6.1295595,-5.1838574,-2.1625636,-4.5987415,1975.7771,1157.584,335.8918,220.31139,203.15593,82.241356,120.82823,100.0497,67.00857,67.13692,100.90648,57.25453,54.95865,country,data\genres_original\country\country.00012.wav
-126.20302,77.6602,3.1578352,19.944595,10.8167715,0.7296954,5.22846,-0.49303123,-0.995941,5.39514,-3.7251055,-3.493331,-5.336726,2081.9126,538.23425,348.95322,106.410866,173.2336,103.827705,91.065575,78.56534,77.96459,87.11326,54.677048,46.211044,49.77351,country,data\genres_original\country\country.00013.wav
-124.6224,72.49065,16.715553,18.250063,12.224811,8.094714,7.986082,-0.51025915,2.3697214,-0.56879467,-5.5688143,0.543314,-5.0568647,2332.7776,593.6755,309.76807,180.08768,120.81879,79.97818,66.8191,61.23948,75.68054,58.1871,49.358727,61.029472,61.634438,country,data\genres_original\country\country.00014.wav
-116.19743,111.75399,-5.2453566,33.98964,-12.460974,4.2414293,-14.408441,8.494257,-8.198441,-1.3370373,-12.551117,-5.0011096,-2.139346,2439.0002,829.9792,328.20514,98.26944,109.269554,54.34036,68.88053,86.332954,94.804306,52.187572,38.062252,41.483555,33.307167,country,data\genres_original\country\country.00015.wav
-210.10042,139.62177,-17.025503,57.99346,-9.658052,-1.9567308,-17.993433,-8.213175,-11.769385,-7.876312,0.6242504,-9.962925,-6.469421,3344.233,819.4449,807.8783,204.41866,232.9872,82.959206,90.452446,61.068108,76.342865,56.412388,97.475555,43.411217,38.911133,country,data\genres_original\country\country.00016.wav
-171.32309,137.33298,7.9547596,28.53364,2.6904233,-0.5032649,-2.9567094,-1.148197,-6.1525826,-2.397033,-5.854901,-2.1742196,-5.3409767,3324.3464,1054.2655,128.95088,92.8941,144.79138,59.848824,34.520065,66.51206,55.760193,63.35603,51.552372,43.78451,35.83987,country,data\genres_original\country\country.00017.wav
-131.1577,102.98625,-11.529913,17.738117,16.948603,4.4418244,1.2972012,3.4134758,-1.5013238,1.6068558,-7.989871,-0.82989687,-8.8802805,1982.2456,535.50055,333.1821,163.18576,160.5243,139.5026,118.58127,79.28474,65.80229,89.79305,56.75509,67.197014,56.1872,country,data\genres_original\country\country.00018.wav
-256.0997,163.07938,-22.86085,26.92573,15.294624,-3.5060468,4.2238126,-0.787576,-9.461128,1.7529935,-4.4277163,-3.6453378,-4.2500973,5263.2573,873.9414,725.9906,378.43314,244.06462,160.76335,162.42474,99.23011,86.32101,60.927338,61.10751,49.288506,51.106083,country,data\genres_original\country\country.00019.wav
-161.19606,74.76473,22.41922,46.01183,5.280713,25.113438,-0.5761164,10.385749,-6.833753,5.054583,-0.7702397,1.403467,-6.0123224,5332.925,1368.4027,258.29626,392.803,230.7774,111.81945,128.90042,77.09114,123.672226,132.82542,50.379276,73.7477,67.908646,country,data\genres_original\country\country.00020.wav
-209.33365,167.1017,-20.841473,36.802998,10.272971,3.9958642,-5.6698804,-4.625789,-6.24442,-4.1741776,-6.6804767,-3.2626216,-7.9688377,2706.6697,468.5851,340.8748,321.86078,300.2999,125.406906,154.58054,104.70374,104.93291,85.49603,87.34398,52.532997,55.53217,country,data\genres_original\country\country.00021.wav
-195.07317,114.25745,0.041475255,38.20062,11.286058,-6.0460644,1.2285593,0.014777306,-15.4136305,-3.5779057,-6.1284695,-4.5047817,-0.12425667,3124.9397,439.83188,446.80927,252.78877,285.80267,230.18849,161.25125,90.64967,153.47789,97.30667,91.88202,88.728355,64.1423,country,data\genres_original\country\country.00022.wav
-353.09116,110.67462,32.743443,24.189941,18.754097,5.9265885,-1.7344855,3.8793364,-2.979119,-1.9010766,-2.8730125,-0.9832502,-6.486425,6464.966,798.8584,697.18274,275.63693,231.32526,123.98299,113.25278,86.96511,103.91724,59.54999,85.103874,96.88821,66.06567,country,data\genres_original\country\country.00023.wav
-200.06026,109.140465,-5.542463,48.140514,1.2196505,4.592618,-9.150064,-1.4768001,-11.666415,-5.2047043,-11.545386,4.9804335,-4.9844666,5586.858,1614.1749,318.02213,236.67133,384.15656,201.10751,148.7156,93.4331,71.95741,119.829124,65.49482,106.84675,71.55456,country,data\genres_original\country\country.00024.wav
-200.6344,119.69184,-3.590749,31.953747,9.979258,15.293263,0.64658076,0.2359244,-4.4701905,-2.3123803,-5.2613406,-2.4783907,-6.041272,4036.3396,1000.00793,306.5279,271.7818,204.41081,174.89156,99.122986,95.58163,73.68773,82.33168,64.25898,53.451187,68.532326,country,data\genres_original\country\country.00025.wav
-194.2351,151.79347,-3.0450046,29.49471,9.111862,5.9693475,3.7879229,3.7599015,-5.853435,1.5923063,-3.765781,0.94019234,1.9712703,3124.433,971.6288,405.03177,330.33142,290.7467,148.21106,149.1081,147.58336,111.20592,98.125404,96.05301,67.05356,71.638504,country,data\genres_original\country\country.00026.wav
-100.76679,106.98421,-27.158413,29.09983,5.039681,-5.423927,3.2426603,-5.179371,-5.1185827,-0.8158501,-3.8342147,-2.705255,-6.645411,1935.7324,446.96713,572.08795,236.04877,221.80173,128.53589,118.05496,46.99041,69.17562,58.821148,44.84023,51.665386,42.617287,country,data\genres_original\country\country.00027.wav
-169.22511,132.78679,-13.487547,31.186213,6.340469,-3.7556653,-2.0590014,-3.6253164,-4.56124,1.2809825,-6.97704,-7.2528353,-1.3950256,1604.0115,337.4112,267.00174,160.99521,161.7385,103.9013,74.743546,70.219284,131.65065,71.41424,57.416435,80.7607,57.811794,country,data\genres_original\country\country.00028.wav
-171.242,160.48726,-17.805805,30.491003,7.5109696,-8.247462,-5.667516,0.13154976,-8.835051,-2.655703,0.71199787,-3.7818263,-6.5020747,2248.455,614.0096,482.6086,177.29807,185.00934,135.3755,72.90028,72.57539,76.618484,52.474308,94.650955,57.804462,56.58622,country,data\genres_original\country\country.00029.wav
-277.10757,128.25293,42.425163,37.693504,12.766559,9.593897,-5.988017,-7.539555,-8.03414,-4.942542,-6.532016,-3.6276443,-7.2275624,3851.7273,883.39966,286.7009,99.732056,122.02734,104.30225,103.103874,75.30908,87.72457,89.69906,105.37972,118.71955,115.55607,country,data\genres_original\country\country.00030.wav
-130.48167,104.1242,-19.271059,34.147877,5.397541,-2.171723,-0.7280454,-2.9078915,-5.4620857,4.0693655,-4.4698324,3.5257306,2.1481225,2163.7178,840.40344,308.69394,144.68779,143.7326,89.70546,111.41695,100.06664,67.56337,83.273575,58.901077,67.95232,59.185566,country,data\genres_original\country\country.00031.wav
